"","time","type","ser","eye_pos","brow_pos","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"1.50",49,"E",1,-0.899072387672081,-0.762499078191543,-57.6152927781894,-102.62988786057,-101.386297542092,-144.657436253133,-120.028032002791,-164.45495547643,63.1015967313703,104.535577826518,102.196935114217,146.860443392453,113.726136120392,160.351212728256,17.7113950762497,13.088288106403,31.0777276877797,13.6547344665892,-45.2546447933287,-61.9309376628324,21.540778490462,22.6456507244676,35.9750671759948,25.4596943690489,-31.8066730530315,-42.1610805878025
"2.51",0,"E",2,-0.823233172294412,0.169119885172759,-53.7971927139414,-111.456119287124,-111.885869601306,-150.784200422262,-115.845503438212,-152.351789485102,63.8697171422535,108.807233335979,106.858732581986,153.466022327711,110.360963266869,152.758006293148,20.2004994635235,11.7689925835214,29.6096185012121,7.82987697270175,-48.1658696540986,-51.528684051607,23.1295778209561,21.0483329791156,34.596559342402,22.9600933211869,-32.1912536682352,-39.2577436106779
"2.52",1,"E",2,-0.82334444219236,0.157232308922136,-53.9135883530224,-111.563529343653,-111.875568055113,-151.018459907575,-115.617625106293,-152.09425295534,63.7630339731115,108.691322030949,106.747220296224,153.368276078207,110.328451354308,153.184719988198,20.1907888467871,11.7638831855309,29.2812294010255,8.48698461900412,-48.036459053502,-51.7798218467169,23.1139768979439,21.0383324518782,34.5819433284375,22.9367129872533,-32.1541049795653,-39.4234658380755
"2.53",2,"E",2,-0.881488021592927,-0.0719317596177685,-54.2058085377868,-111.122231885259,-111.541123252992,-151.336812168719,-115.363903643133,-152.738635155066,63.839911988961,108.993960526128,107.057285468093,154.122480241927,109.923564919968,152.371311497878,19.0781003541393,11.6809467955414,29.528131724421,7.93683164741109,-47.3055170465573,-51.6695743235326,22.814113749447,21.1046783265646,34.7527449233994,22.9860051668245,-31.6503593668824,-39.2561019507754
"2.54",3,"E",2,-0.819733228231678,0.0750017194860077,-54.6103766312004,-111.638439109894,-112.067979860675,-151.152511080638,-115.328598785431,-152.078999118213,64.9665961969168,109.149189106438,106.90237520607,154.140090398311,109.15236244931,152.566291229007,19.7594821963199,11.5212719542274,29.3426874833065,7.27824331410531,-47.5446146262199,-50.9347343039888,22.780768432689,21.4787248006389,34.3664588419638,22.6688355175735,-31.4778914454958,-39.2392321651199
"2.55",4,"E",2,-0.843716948962148,-0.0645544959190347,-54.133201270024,-111.645859994951,-112.218108549257,-151.856559969141,-114.454116954059,-152.635703997051,64.6780203397656,109.092724518039,106.382026162475,154.166516383893,109.921773301316,152.702490028995,19.8707489983097,11.8356168573207,28.7375535815188,6.61899132028507,-45.8518239480214,-51.0324852576558,21.9607434466055,21.1965378424423,34.5395882466533,22.4196704443085,-31.2878121710242,-39.0073293607424
"2.56",5,"E",2,-0.825762033611416,-0.0196389279518043,-54.1739902055713,-111.872026662877,-112.430676238606,-151.707499607784,-114.707788419017,-152.142009336912,64.2380988887849,108.983864128432,107.204260584727,154.362238244613,110.024969689556,152.220558934654,19.4958123668089,11.319163329812,28.7722262238949,7.09474409066277,-46.6895629305413,-50.2736177143264,21.9806939931991,22.3411260451687,33.7560152287768,22.333104331173,-31.0532898113026,-39.0764151533257
"2.57",6,"E",2,-0.816101783380459,-0.032169558665271,-54.0325595984764,-111.122105239586,-111.429063069282,-151.952952950749,-115.295627445692,-152.593545527114,63.582211928619,108.767434345323,106.891524645382,154.444466842272,109.954495896223,152.78572017308,19.9703959269279,11.8302412716481,28.2682895918514,6.6791885460833,-46.2427548608404,-50.8445206543471,22.515009104008,22.0570190435891,34.1615110598911,22.6058480166274,-31.5268788481506,-39.4733481972879
"2.58",7,"E",2,-0.762924887606489,-0.0587312805055063,-55.3297027780914,-111.839130325189,-112.284787689424,-151.517243405234,-114.051863167058,-152.430252366147,64.3908420987006,109.105123434162,106.889712488929,154.097983126791,110.286591577483,152.682727005078,19.663597610446,11.2209568592425,28.365504054741,6.71201050974738,-45.8397913693822,-50.1052696160607,22.5442184032554,22.0146462818266,33.8932921708264,22.5838891073094,-31.5883433456901,-39.4647106662618
"2.59",8,"E",2,-0.806573033937986,-0.124421080147379,-54.6475202092948,-111.528853662939,-112.09166284669,-151.857300073611,-114.804905775976,-152.14244010923,63.9604758259537,109.182727293159,107.107273503583,154.529640736459,110.190315841418,152.102249477168,19.6013462617155,11.3881944871378,28.3396502299659,6.62137833257613,-45.8691574261464,-50.3898810059249,22.704621920074,22.0750061099575,33.9018927387748,22.6469055035924,-31.7073900381288,-39.3125671135936
"2.60",9,"E",2,-0.832680998174741,-0.0723425999690297,-53.725037644219,-111.348746906679,-111.91671917611,-152.867244706723,-114.791887877042,-152.118884721173,64.5708565542238,109.269450353273,106.462748761472,153.923201996349,110.631079031398,151.91118433523,19.7885869920338,11.6747419063494,28.3433587468805,6.74507484653438,-46.0799287917383,-50.6124662880077,22.9582502354443,21.825206460305,33.9759287595688,22.7724948466053,-32.2644130507298,-39.1268346632456
"2.61",10,"E",2,-0.867144320202878,-0.0209071742535237,-54.9644926282556,-111.608852587795,-112.30471376284,-152.578200302347,-113.748818567966,-151.771710992301,63.9122602842198,109.170154650304,106.854203810669,154.645764046496,110.274086652139,152.120319397678,20.2228443471495,12.381272277579,28.7475314332852,6.03493632996117,-46.0941954316817,-50.5756597773101,22.0819560743226,21.9507293945,33.5380263156205,22.7600490533221,-31.8409059440916,-39.2065840726558
"2.62",11,"E",2,-0.817194251469405,-0.0251718757258546,-55.2849149645345,-111.881215047866,-112.55946059998,-152.873806150805,-112.739488493466,-151.939215069258,64.6751968782234,108.78439506556,107.135383767439,154.444948520773,110.139858569347,152.098317524568,20.1887303466413,11.9879522540347,28.8833781302245,6.01307936940648,-45.7827631459031,-50.5380369746781,22.6227617285464,21.877044146899,33.2639278508535,22.5931308569263,-31.8631165416262,-39.2460880213244
